neighbourhood,Aboriginal languages,Afrikaans,Afro-Asiatic languages,Akan (Twi),Albanian,Algonquian languages,American Sign Language,Amharic,Arabic,Armenian,Assyrian Neo-Aramaic,Athabaskan languages,Austro-Asiatic languages,"Austro-Asiatic languages, n.i.e",Austronesian languages,Azerbaijani,Babine (Wetsuwet'en),Baltic languages,Balto-Slavic languages,Bamanankan,Beaver,Belarusan,Bengali,Berber languages,Bikol,Bilen,Blackfoot,Bosnian,Bulgarian,Burmese,Cantonese,Carrier,Catalan,Cayuga,Cebuano,Celtic languages,Chaldean Neo-Aramaic,Chilcotin,Chinese languages,Comox,Cree-Montagnais languages,Creole languages,Croatian,Cushitic languages,Czech,Dakota,Danish,Dene,Dinka,Dogrib (Tlicho),Dravidian languages,Dutch,Eastern Algonquian languages,Edo,English,English and French,English and non-official language,"English, French and non-official language",Estonian,Ewe,Fijian,Finnish,French,French and non-official language,Frisian,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Georgian,German,Germanic languages,Gitxsan (Gitksan),Greek,Gujarati,Gwich'in,Haida,Haisla,Haitian Creole,Hakka,Halkomelem,Harari,Hebrew,Heiltsuk,Hiligaynon,Hindi,Hmong-Mien languages,Hungarian,Icelandic,Igbo,Ilocano,Indo-Aryan languages,Indo-European languages,Indo-Iranian languages,Inuinnaqtun (Inuvialuktun),Inuit languages,Inuktitut,Iranian languages,Iroquoian languages,Italian,Italic (Romance) languages,Japanese,Kabyle,Kannada,Karenic languages,Kartvelian languages,Kashmiri,Kaska (Nahani),Khmer (Cambodian),Kinyarwanda (Rwanda),Konkani,Korean,Kurdish,Kutenai,Kwakiutl (Kwak'wala),Lao,Latvian,Lillooet,Lingala,Lithuanian,Macedonian,Malagasy,Malay,Malayalam,Maltese,Mandarin,Marathi,Michif,Min Dong,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Mohawk,Mongolian,Mongolic languages,Mother tongue for the total population excluding institutional residents,Multiple responses,Nepali,Niger-Congo languages,Nilo-Saharan languages,Nisga'a,Non-Aboriginal languages,Non-official languages,North Slavey (Hare),Northern Athabaskan languages,Northern Tutchone,Norwegian,Nuu-chah-nulth (Nootka),Official languages,Ojibway-Potawatomi languages,Okanagan,Oneida,Oriya (Odia),Oromo,"Pampangan (Kapampangan, Pampango)",Pangasinan,Pashto,Persian (Farsi),Polish,Portuguese,Punjabi (Panjabi),Quebec Sign Language,Romanian,Rundi (Kirundi),Russian,Salish languages,Sarsi (Sarcee),Scottish Gaelic,Sekani,Semitic languages,Serbian,Serbo-Croatian,Shona,Shuswap (Secwepemctsin),Sign languages,"Sign languages, n.i.e",Sindhi,Single responses,Sinhala (Sinhalese),Sino-Tibetan languages,Siouan languages,Slavey-Hare languages,Slavic languages,Slovak,Slovene (Slovenian),Somali,South Slavey,Southern Tutchone,Spanish,Squamish,Stoney,Straits,Swahili,Swedish,"Tagalog (Pilipino, Filipino)",Tahltan,Tahltan languages,Tai-Kadai languages,"Tai-Kadai languages, n.i.e",Tamil,Telugu,Thai,Thompson (Ntlakapamux),Tibetan,Tibeto-Burman languages,Tigrigna,Tlingit,Tsimshian,Tsimshian languages,Turkic languages,Turkish,Tutchone languages,Ukrainian,Uralic languages,Urdu,Uyghur,Uzbek,Vietnamese,Vlaams (Flemish),Wakashan languages,Waray-Waray,Welsh,Wolof,Wu (Shanghainese),Yiddish,Yoruba
Milliken,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,115.0,20.0,0.0,0.0,115.0,0.0,665.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,9995.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16510.0,0.0,0.0,5.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,1325.0,5.0,0.0,0.0,5305.0,15.0,895.0,15.0,0.0,0.0,0.0,0.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0,80.0,145.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,5.0,120.0,5.0,20.0,0.0,0.0,20.0,635.0,1105.0,755.0,0.0,0.0,0.0,110.0,0.0,40.0,155.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,35.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,45.0,30.0,0.0,5235.0,0.0,0.0,75.0,425.0,0.0,0.0,0.0,26270.0,930.0,0.0,15.0,0.0,0.0,19980.0,19965.0,0.0,0.0,0.0,0.0,0.0,5355.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,90.0,15.0,20.0,110.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,5.0,15.0,25.0,25325.0,50.0,16510.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,15.0,0.0,1275.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,15.0,140.0,0.0,0.0,100.0,0.0,0.0,5.0,0.0,0.0,125.0,0.0,0.0
Mimico (includes Humber Bay Shores),0.0,10.0,480.0,10.0,305.0,5.0,5.0,65.0,310.0,15.0,20.0,0.0,175.0,0.0,665.0,10.0,0.0,65.0,3815.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,30.0,90.0,5.0,470.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,1145.0,0.0,0.0,20.0,135.0,15.0,60.0,0.0,10.0,0.0,0.0,0.0,125.0,55.0,5.0,0.0,18940.0,100.0,940.0,45.0,15.0,0.0,0.0,25.0,660.0,40.0,0.0,0.0,0.0,0.0,10.0,300.0,395.0,0.0,135.0,140.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,170.0,0.0,185.0,0.0,0.0,30.0,670.0,8510.0,1030.0,0.0,0.0,0.0,370.0,0.0,680.0,2800.0,100.0,0.0,5.0,0.0,15.0,0.0,0.0,10.0,0.0,5.0,310.0,10.0,0.0,0.0,15.0,15.0,0.0,5.0,55.0,30.0,0.0,45.0,30.0,35.0,540.0,20.0,0.0,0.0,25.0,0.0,25.0,30.0,33380.0,1110.0,15.0,80.0,0.0,0.0,12665.0,12675.0,0.0,0.0,0.0,5.0,0.0,19590.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,345.0,1425.0,825.0,120.0,0.0,170.0,5.0,830.0,0.0,0.0,0.0,0.0,460.0,270.0,25.0,5.0,0.0,0.0,5.0,15.0,32270.0,10.0,1700.0,0.0,0.0,3730.0,105.0,35.0,20.0,0.0,0.0,1130.0,0.0,0.0,0.0,20.0,5.0,565.0,0.0,0.0,25.0,0.0,70.0,25.0,25.0,0.0,520.0,565.0,20.0,0.0,0.0,0.0,130.0,125.0,0.0,695.0,240.0,120.0,0.0,0.0,160.0,5.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0
Morningside,0.0,5.0,300.0,35.0,5.0,0.0,5.0,50.0,170.0,30.0,10.0,0.0,90.0,5.0,1250.0,0.0,0.0,10.0,280.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,635.0,0.0,5.0,45.0,15.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,1865.0,15.0,0.0,5.0,9095.0,45.0,785.0,20.0,5.0,0.0,0.0,10.0,145.0,15.0,5.0,0.0,0.0,0.0,0.0,105.0,130.0,0.0,110.0,275.0,0.0,0.0,0.0,10.0,10.0,0.0,5.0,0.0,0.0,5.0,130.0,0.0,30.0,0.0,5.0,50.0,1400.0,2605.0,1640.0,0.0,0.0,0.0,235.0,0.0,75.0,425.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,85.0,0.0,15.0,260.0,0.0,355.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,17170.0,870.0,10.0,110.0,0.0,0.0,7055.0,7060.0,0.0,0.0,0.0,0.0,0.0,9230.0,0.0,0.0,0.0,5.0,5.0,20.0,0.0,55.0,180.0,105.0,45.0,125.0,0.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,245.0,5.0,0.0,10.0,0.0,0.0,0.0,10.0,16300.0,95.0,645.0,0.0,0.0,270.0,5.0,0.0,45.0,0.0,0.0,230.0,0.0,0.0,0.0,25.0,5.0,1130.0,0.0,0.0,0.0,0.0,1540.0,40.0,0.0,0.0,10.0,5.0,10.0,0.0,0.0,0.0,5.0,10.0,0.0,15.0,35.0,500.0,0.0,0.0,80.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0
Moss Park,20.0,5.0,950.0,30.0,20.0,10.0,5.0,265.0,280.0,25.0,0.0,0.0,220.0,5.0,275.0,0.0,0.0,10.0,660.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,5.0,15.0,5.0,530.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,1005.0,0.0,0.0,20.0,35.0,250.0,10.0,0.0,10.0,0.0,0.0,0.0,145.0,50.0,0.0,5.0,11830.0,90.0,480.0,15.0,5.0,0.0,0.0,5.0,655.0,40.0,0.0,0.0,0.0,0.0,0.0,95.0,180.0,0.0,70.0,45.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,15.0,0.0,10.0,95.0,0.0,60.0,0.0,10.0,0.0,585.0,2510.0,800.0,0.0,5.0,5.0,205.0,5.0,135.0,775.0,70.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,150.0,5.0,0.0,0.0,10.0,5.0,0.0,10.0,5.0,10.0,0.0,25.0,10.0,0.0,385.0,10.0,0.0,0.0,25.0,5.0,0.0,5.0,18865.0,630.0,0.0,175.0,10.0,0.0,5730.0,5740.0,0.0,0.0,0.0,5.0,0.0,12485.0,5.0,0.0,0.0,0.0,45.0,5.0,0.0,25.0,185.0,155.0,140.0,60.0,0.0,65.0,15.0,240.0,0.0,0.0,0.0,0.0,700.0,75.0,15.0,0.0,0.0,15.0,0.0,15.0,18230.0,25.0,1035.0,0.0,0.0,640.0,20.0,10.0,195.0,0.0,0.0,430.0,0.0,0.0,0.0,70.0,10.0,230.0,0.0,0.0,30.0,0.0,115.0,5.0,15.0,0.0,20.0,30.0,105.0,0.0,0.0,0.0,55.0,50.0,0.0,40.0,75.0,125.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0
Mount Dennis,5.0,0.0,575.0,70.0,105.0,5.0,0.0,45.0,55.0,0.0,0.0,0.0,495.0,0.0,570.0,0.0,0.0,10.0,290.0,10.0,0.0,0.0,70.0,0.0,10.0,5.0,0.0,0.0,30.0,0.0,160.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,230.0,0.0,0.0,30.0,35.0,355.0,5.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,10.0,6955.0,30.0,560.0,15.0,10.0,0.0,0.0,0.0,80.0,10.0,0.0,10.0,0.0,0.0,0.0,30.0,45.0,0.0,45.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,5.0,20.0,0.0,75.0,0.0,15.0,50.0,200.0,3065.0,270.0,0.0,0.0,0.0,65.0,0.0,195.0,2310.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,5.0,0.0,0.0,10.0,15.0,45.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13265.0,615.0,0.0,245.0,0.0,0.0,5605.0,5610.0,0.0,0.0,0.0,0.0,0.0,7035.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,5.0,65.0,105.0,1045.0,40.0,0.0,20.0,0.0,55.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,5.0,0.0,10.0,5.0,5.0,12650.0,10.0,260.0,0.0,0.0,285.0,0.0,0.0,330.0,0.0,0.0,1045.0,0.0,0.0,0.0,25.0,0.0,485.0,0.0,0.0,0.0,0.0,50.0,5.0,5.0,0.0,20.0,20.0,95.0,0.0,0.0,0.0,85.0,80.0,0.0,45.0,70.0,35.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
Mount Olive-Silverstone-Jamestown,0.0,0.0,4655.0,550.0,20.0,0.0,5.0,75.0,1310.0,45.0,2210.0,0.0,270.0,0.0,565.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,140.0,0.0,0.0,0.0,10.0,0.0,325.0,0.0,245.0,0.0,0.0,190.0,30.0,600.0,5.0,0.0,0.0,0.0,0.0,0.0,1220.0,5.0,0.0,80.0,12860.0,45.0,1700.0,20.0,0.0,15.0,0.0,5.0,180.0,70.0,0.0,0.0,15.0,5.0,0.0,55.0,70.0,0.0,45.0,2455.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,5.0,465.0,0.0,25.0,0.0,80.0,65.0,6870.0,9425.0,7370.0,0.0,0.0,0.0,480.0,0.0,635.0,1605.0,15.0,0.0,0.0,10.0,0.0,5.0,0.0,15.0,0.0,20.0,65.0,15.0,0.0,0.0,35.0,0.0,0.0,15.0,5.0,5.0,0.0,25.0,95.0,20.0,40.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,32825.0,1830.0,5.0,1110.0,0.0,0.0,17950.0,17970.0,0.0,0.0,0.0,0.0,0.0,13055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,355.0,100.0,135.0,2635.0,0.0,20.0,0.0,60.0,0.0,0.0,0.0,0.0,4055.0,5.0,5.0,15.0,0.0,10.0,5.0,10.0,31010.0,40.0,275.0,0.0,0.0,255.0,0.0,5.0,595.0,0.0,0.0,785.0,0.0,0.0,0.0,65.0,0.0,455.0,0.0,0.0,55.0,0.0,1085.0,40.0,20.0,0.0,0.0,30.0,45.0,0.0,0.0,0.0,55.0,50.0,0.0,20.0,35.0,945.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,155.0
Mount Pleasant East,5.0,15.0,140.0,10.0,20.0,0.0,0.0,15.0,75.0,40.0,5.0,0.0,5.0,0.0,245.0,5.0,0.0,25.0,805.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,295.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,495.0,0.0,0.0,10.0,30.0,10.0,20.0,0.0,5.0,0.0,0.0,0.0,35.0,45.0,0.0,0.0,12250.0,80.0,295.0,20.0,45.0,0.0,0.0,25.0,380.0,25.0,0.0,0.0,0.0,0.0,0.0,135.0,210.0,0.0,145.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,5.0,40.0,0.0,60.0,0.0,0.0,15.0,160.0,2325.0,420.0,0.0,0.0,0.0,265.0,0.0,120.0,675.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,165.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,50.0,0.0,15.0,5.0,0.0,165.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,16765.0,430.0,5.0,20.0,0.0,0.0,3710.0,3710.0,0.0,0.0,0.0,0.0,0.0,12630.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,250.0,115.0,115.0,20.0,0.0,95.0,0.0,220.0,0.0,0.0,0.0,0.0,145.0,210.0,30.0,0.0,0.0,0.0,0.0,10.0,16340.0,5.0,500.0,0.0,0.0,780.0,15.0,5.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,5.0,0.0,25.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,30.0,125.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,10.0,0.0
Mount Pleasant West,0.0,10.0,615.0,15.0,95.0,0.0,0.0,65.0,380.0,70.0,5.0,0.0,60.0,0.0,640.0,20.0,0.0,35.0,1970.0,0.0,0.0,5.0,100.0,5.0,5.0,0.0,0.0,20.0,110.0,10.0,400.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,1125.0,0.0,0.0,20.0,75.0,45.0,40.0,0.0,15.0,0.0,0.0,0.0,360.0,65.0,0.0,5.0,17125.0,115.0,750.0,15.0,45.0,0.0,0.0,40.0,700.0,65.0,0.0,0.0,0.0,0.0,5.0,220.0,345.0,0.0,135.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,90.0,0.0,20.0,260.0,0.0,145.0,0.0,0.0,30.0,645.0,6395.0,1755.0,0.0,0.0,0.0,1110.0,0.0,225.0,2025.0,150.0,0.0,35.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,595.0,20.0,0.0,0.0,5.0,25.0,0.0,0.0,5.0,50.0,0.0,10.0,45.0,5.0,640.0,40.0,0.0,0.0,15.0,0.0,5.0,0.0,29285.0,945.0,20.0,50.0,0.0,0.0,10515.0,10525.0,0.0,0.0,0.0,15.0,0.0,17815.0,5.0,0.0,0.0,5.0,10.0,5.0,0.0,5.0,1080.0,160.0,430.0,40.0,0.0,310.0,0.0,795.0,0.0,0.0,0.0,0.0,580.0,470.0,50.0,5.0,0.0,5.0,10.0,20.0,28335.0,15.0,1135.0,0.0,0.0,1940.0,45.0,5.0,25.0,0.0,0.0,1050.0,0.0,0.0,0.0,10.0,20.0,530.0,0.0,0.0,10.0,0.0,150.0,125.0,15.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,240.0,200.0,0.0,110.0,225.0,90.0,0.0,5.0,70.0,5.0,0.0,0.0,5.0,0.0,15.0,10.0,0.0
New Toronto,0.0,0.0,220.0,10.0,30.0,5.0,0.0,15.0,75.0,0.0,0.0,0.0,65.0,0.0,380.0,0.0,0.0,20.0,1165.0,0.0,0.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,85.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,235.0,0.0,0.0,10.0,40.0,100.0,10.0,0.0,5.0,0.0,0.0,0.0,30.0,15.0,0.0,5.0,7270.0,30.0,265.0,10.0,5.0,0.0,0.0,10.0,195.0,10.0,0.0,5.0,5.0,5.0,5.0,70.0,100.0,0.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,75.0,0.0,35.0,0.0,15.0,20.0,235.0,2150.0,270.0,0.0,0.0,0.0,30.0,0.0,75.0,545.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,125.0,5.0,0.0,0.0,15.0,0.0,5.0,5.0,11310.0,325.0,0.0,105.0,5.0,0.0,3530.0,3530.0,0.0,0.0,0.0,0.0,0.0,7460.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,35.0,600.0,165.0,35.0,0.0,15.0,0.0,130.0,0.0,0.0,5.0,0.0,110.0,50.0,10.0,5.0,0.0,0.0,0.0,0.0,10985.0,5.0,390.0,0.0,0.0,1150.0,20.0,20.0,90.0,0.0,0.0,285.0,0.0,0.0,0.0,10.0,0.0,330.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,150.0,150.0,5.0,0.0,0.0,0.0,30.0,30.0,0.0,180.0,45.0,30.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0
Newtonbrook East,5.0,5.0,210.0,0.0,20.0,0.0,5.0,5.0,180.0,65.0,0.0,0.0,40.0,0.0,425.0,35.0,0.0,15.0,595.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,1625.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4015.0,0.0,0.0,5.0,20.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,105.0,20.0,0.0,0.0,4125.0,25.0,415.0,15.0,20.0,0.0,0.0,5.0,70.0,15.0,0.0,5.0,0.0,0.0,10.0,70.0,105.0,0.0,105.0,30.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,5.0,85.0,0.0,65.0,0.0,0.0,25.0,295.0,4140.0,2610.0,0.0,0.0,0.0,2305.0,0.0,315.0,650.0,60.0,0.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,5.0,1630.0,25.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,35.0,0.0,45.0,20.0,5.0,2055.0,5.0,0.0,0.0,120.0,0.0,5.0,0.0,15565.0,475.0,0.0,25.0,0.0,0.0,10875.0,10880.0,0.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,2275.0,50.0,70.0,30.0,0.0,70.0,0.0,315.0,0.0,0.0,0.0,0.0,215.0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,15075.0,0.0,4020.0,0.0,0.0,560.0,5.0,10.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,10.0,0.0,320.0,0.0,0.0,10.0,0.0,55.0,25.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,85.0,45.0,0.0,55.0,105.0,60.0,0.0,0.0,45.0,0.0,0.0,5.0,0.0,0.0,55.0,15.0,10.0
Newtonbrook West,5.0,0.0,450.0,10.0,55.0,0.0,0.0,15.0,165.0,65.0,0.0,5.0,100.0,0.0,3145.0,75.0,0.0,25.0,3180.0,0.0,0.0,10.0,40.0,0.0,10.0,0.0,0.0,0.0,45.0,0.0,655.0,0.0,0.0,0.0,100.0,0.0,10.0,0.0,2290.0,0.0,0.0,10.0,20.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,95.0,40.0,0.0,0.0,6495.0,30.0,1045.0,30.0,20.0,0.0,0.0,20.0,150.0,35.0,0.0,0.0,0.0,0.0,125.0,100.0,230.0,0.0,135.0,55.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,250.0,0.0,70.0,60.0,0.0,150.0,0.0,0.0,360.0,315.0,7150.0,2230.0,0.0,0.0,0.0,1910.0,0.0,550.0,1265.0,75.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,5.0,1925.0,35.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,30.0,0.0,15.0,20.0,5.0,1415.0,0.0,0.0,0.0,115.0,0.0,15.0,15.0,23640.0,1155.0,20.0,15.0,5.0,0.0,15845.0,15840.0,0.0,5.0,0.0,0.0,0.0,6645.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,1870.0,125.0,120.0,20.0,0.0,185.0,0.0,2645.0,0.0,5.0,0.0,0.0,445.0,65.0,5.0,0.0,0.0,10.0,5.0,10.0,22500.0,5.0,2305.0,0.0,0.0,3150.0,15.0,10.0,10.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,2515.0,0.0,0.0,5.0,0.0,60.0,20.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,220.0,95.0,0.0,175.0,190.0,85.0,5.0,30.0,95.0,0.0,0.0,5.0,0.0,0.0,30.0,80.0,0.0
Niagara,5.0,15.0,525.0,15.0,30.0,0.0,5.0,70.0,305.0,10.0,15.0,0.0,180.0,0.0,395.0,5.0,0.0,20.0,1275.0,0.0,0.0,0.0,60.0,5.0,0.0,0.0,0.0,15.0,60.0,0.0,770.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1605.0,0.0,5.0,5.0,70.0,25.0,30.0,0.0,25.0,0.0,0.0,0.0,125.0,40.0,0.0,0.0,20505.0,130.0,745.0,50.0,5.0,5.0,0.0,10.0,755.0,30.0,5.0,0.0,0.0,0.0,5.0,165.0,260.0,0.0,120.0,70.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,65.0,0.0,0.0,180.0,0.0,55.0,0.0,0.0,10.0,645.0,4855.0,1020.0,0.0,0.0,0.0,365.0,0.0,265.0,2140.0,85.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,260.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,25.0,25.0,5.0,705.0,25.0,0.0,0.0,35.0,0.0,0.0,0.0,30580.0,955.0,10.0,80.0,0.0,0.0,8370.0,8375.0,0.0,0.0,0.0,0.0,0.0,21260.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,375.0,345.0,800.0,140.0,0.0,125.0,5.0,455.0,0.0,0.0,0.0,0.0,490.0,135.0,15.0,5.0,0.0,10.0,0.0,30.0,29635.0,20.0,1625.0,0.0,0.0,1255.0,20.0,15.0,25.0,0.0,0.0,935.0,0.0,0.0,0.0,20.0,15.0,355.0,0.0,0.0,30.0,0.0,65.0,45.0,15.0,0.0,10.0,15.0,30.0,0.0,0.0,0.0,95.0,90.0,0.0,75.0,70.0,130.0,0.0,0.0,175.0,5.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0
North Riverdale,5.0,5.0,45.0,0.0,5.0,0.0,0.0,10.0,30.0,5.0,0.0,0.0,60.0,0.0,55.0,0.0,0.0,20.0,265.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,5.0,15.0,5.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8750.0,35.0,175.0,5.0,15.0,0.0,0.0,5.0,195.0,5.0,5.0,0.0,0.0,0.0,0.0,100.0,140.0,0.0,340.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,85.0,1195.0,110.0,0.0,0.0,0.0,25.0,0.0,100.0,315.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,285.0,5.0,0.0,0.0,60.0,0.0,0.0,0.0,11700.0,230.0,0.0,15.0,0.0,0.0,2525.0,2520.0,0.0,0.0,0.0,0.0,0.0,8950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,45.0,10.0,0.0,15.0,0.0,50.0,0.0,0.0,0.0,0.0,35.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,11475.0,5.0,995.0,0.0,0.0,250.0,10.0,10.0,5.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,35.0,55.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
